job_id	ko_path	ko_start_line	ko_end_line	ko_unit_id	unit_type	ko_excerpt	required_identifiers	en_target_paths	en_start_line	coverage_status	action	evidence_excerpt	risk	notes
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	1	17	S027-F09-01-U001	metadata	title/source metadata and generated navigation	9109652; Fetch Timeout; 2025-08-07	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	1	not_applicable	Excluded from technical coverage.	English target has translated front matter, title, source metadata, and generated navigation.	none	Export metadata and TOC are not technical error-message behavior.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	19	29	S027-F09-01-U002	overview	Fetch Timeout message overview and all-version scope	Fetch Timeout; ALTIBASE HDB all versions	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	19	covered	No English change required.	English preserves the overview and all-version scope.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	31	43	S027-F09-01-U003	symptom	server-side symptom checklist uses altibase_boot.log, version-specific format, CLIENT_INFO, Caused by Query	$ALTIBASE_HOME/trc/altibase_boot.log; CLIENT_INFO; Caused by Query	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	31	covered	No English change required.	English preserves the server-log location and diagnostic checklist.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	45	57	S027-F09-01-U004	output_example	ALTIBASE HDB 5 or later server log includes Session ID, CLIENT_INFO, Time Limit, Running Time, Query, Transaction ID	ALTIBASE HDB 5; Session ID; CLIENT_INFO; Time Limit; Running Time; Transaction ID	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	44	covered	No English change required.	English preserves the HDB 5+ log example and identifiers.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	59	75	S027-F09-01-U005	output_example	ALTIBASE HDB 4.3.9 log lacks client IP and must be judged by output time and Caused by Query	ALTIBASE HDB 4.3.9; client IP; Caused by Query; Transaction ID	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	57	covered	No English change required.	English preserves the HDB 4.3.9 limitation and log example.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	77	90	S027-F09-01-U006	symptom	client-side symptoms include delayed client error, SELECT fetch disconnect, and 5.5.1+ log messages	The session has been closed by the server; Server closed the connection; ALTIBASE HDB 5.5.1	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	75	covered	No English change required.	English preserves client-side timing, fetch disconnect, and 5.5.1+ messages.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	92	151	S027-F09-01-U007	output_example	Orange, iSQL, APRE, SQLCLI, ODBC, CAPI, and SESC client error examples	Orange for ALTIBASE; ERR-91015; APRE; SQLSTATE 08S01; Native error 0x51043; SESC	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	89	covered	No English change required.	English preserves the client-specific error examples and version notes.	none	Long output blocks summarized in S027 note.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	153	171	S027-F09-01-U008	output_example	JDBC examples for 4.3.9, HDB 5 through 6.1.1, and 6.3.1+	ALTIBASE HDB 4.3.9; 5; 6.1.1; 6.3.1; ERROR:read time out; Broken pipe; CmChannel	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	148	covered	No English change required.	English preserves JDBC version-specific behavior and cleaned fake Java package links to plain identifiers.	none	Long collapsed stack traces summarized in S027 note.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	173	190	S027-F09-01-U009	cause	FETCH_TIMEOUT cleanup rolls back transaction; long SELECT can increase memory table memory or undo tablespace usage	FETCH_TIMEOUT; SessionManager; communication buffer; old image; memory tables; undo tablespace	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	168	covered	No English change required.	English preserves FETCH_TIMEOUT cleanup, rollback, communication-buffer, old-image, and resource-growth semantics.	none	Korean source typo FETCH_TMEOUT is normalized in English.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	196	230	S027-F09-01-U010	procedure	check application fetch-result processing logic and JDBC/APRE examples	JDBC; APRE; EXEC SQL DECLARE DEPT_CUR; EXEC SQL FETCH DEPT_CUR	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	191	covered	No English change required.	English preserves the application-logic check and both code examples.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	232	276	S027-F09-01-U011	configuration	change FETCH_TIMEOUT as session or system property; persist through altibase.properties	FETCH_TIMEOUT; ALTER SESSION; ALTER SYSTEM; $ALTIBASE_HOME/conf/altibase.properties	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	227	covered	No English change required.	English preserves default 60 seconds, session/system property commands, JDBC/APRE examples, and property-file persistence.	low	Korean source has duplicated APRE ALTER SESSION wording; English preserves source command and P221 recorded the source-review risk.
S027	faq/Home/09. 에러메시지/09-01. [Notify _ Fetch Timeout] Session Closed by Server__9109652.md	278	299	S027-F09-01-U012	sql	check session and system FETCH_TIMEOUT values	V$SESSION; SESSION_ID(); FETCH_TIME_LIMIT; V$PROPERTY; VALUE1	FAQE/Home/09. Error Messages/[Notify _ Fetch Timeout] Session Closed by Server__16876301.md	273	covered	No English change required.	English preserves session-specific and system-property verification SQL.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	1	17	S027-F09-02-U001	metadata	title/source metadata and generated navigation	9109748; Memory allocation failed; 2025-08-07	FAQE/Home/09. Error Messages/[Warning] Memory allocation failed__16876308.md	1	not_applicable	Excluded from technical coverage.	English target has translated front matter, title, source metadata, and generated navigation.	none	Export metadata and TOC are not technical error-message behavior.
S027	faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	19	39	S027-F09-02-U002	overview_symptom	OS-caused memory allocation failure; all versions; altibase_boot.log, ERR-01051, startup/shutdown, new connection, HP-UX	[Warning] Memory allocation failed; ALTIBASE HDB all versions; $ALTIBASE_HOME/trc/altibase_boot.log; ERR-01051; HP-UX	FAQE/Home/09. Error Messages/[Warning] Memory allocation failed__16876308.md	19	covered	No English change required.	English preserves overview, version scope, and all symptom bullets.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	45	54	S027-F09-02-U003	cause_action	HP-UX kernel parameters maxdsiz/maxdsiz_64bit can limit process memory; check with kctune	maxdsiz; maxdsiz_64bit; /usr/sbin/kctune | grep maxdsiz	FAQE/Home/09. Error Messages/[Warning] Memory allocation failed__16876308.md	45	covered	No English change required.	English preserves HP-UX kernel-parameter cause, byte unit, sizing guidance, and command.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	56	58	S027-F09-02-U004	cause_action	32-bit OS process memory limit is 2G and can trigger the message	32-bit OS; 2G	FAQE/Home/09. Error Messages/[Warning] Memory allocation failed__16876308.md	60	covered	No English change required.	English preserves the 32-bit OS 2G per-process limit.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	60	62	S027-F09-02-U005	cause_action	insufficient physical memory; check with top or glance	top; glance; physical memory usage	FAQE/Home/09. Error Messages/[Warning] Memory allocation failed__16876308.md	64	covered	No English change required.	English preserves physical-memory cause and monitoring-tool guidance.	none	S027 direct inspection.
S027	faq/Home/09. 에러메시지/09-02. [Warning] Memory allocation failed__9109748.md	64	70	S027-F09-02-U006	reference	default memory tablespace SYS_TBS_MEM_DATA and HP-UX setup guide PDF	SYS_TBS_MEM_DATA; CREATE TABLE; ALTIBASE_운영을_위한_HPUX_설정_가이드.pdf	FAQE/Home/09. Error Messages/[Warning] Memory allocation failed__16876308.md	68	covered	No English change required.	English preserves the default tablespace note and exact URL-backed HP-UX PDF attachment.	none	URL-backed document-format attachment preserved.
S027	faq/Home/09. 에러메시지/09-03. altibase_boot.log의 TRY_COUNT, LOCK_COUNT, MISS_COUNT 메시지 의미__9110174.md	1	17	S027-F09-03-U001	metadata	title/source metadata and generated navigation	9110174; TRY_COUNT; LOCK_COUNT; MISS_COUNT; 2025-08-08	FAQE/Home/09. Error Messages/altibase_boot.log - TRY_COUNT, LOCK_COUNT, MISS_COUNT__22642967.md	1	not_applicable	Excluded from technical coverage.	English target has translated front matter, title, source metadata, and generated navigation.	none	Line 17 includes export-damaged TOC and heading; technical overview is separately covered.
S027	faq/Home/09. 에러메시지/09-03. altibase_boot.log의 TRY_COUNT, LOCK_COUNT, MISS_COUNT 메시지 의미__9110174.md	21	37	S027-F09-03-U002	overview_symptom	altibase_boot.log may repeatedly record reset Mutex Statistics message	altibase_boot.log; reset Mutex Statistics; TRY_COUNT; LOCK_COUNT; MISS_COUNT	FAQE/Home/09. Error Messages/altibase_boot.log - TRY_COUNT, LOCK_COUNT, MISS_COUNT__22642967.md	19	covered	No English change required.	English preserves overview, symptom, and message-format block.	none	S027 direct inspection.
